"event","experiment time","system time","system time text"
"START",0.000000000E0,1636385808.737,"2021-11-08 16:36:48.737 UTC+01:00"
"PAUSE",3.605697144E1,1636385844.794,"2021-11-08 16:37:24.794 UTC+01:00"
