"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636496296005554E9,"2021-11-09 23:18:16.006 UTC+01:00"
"PAUSE",1.812969566667744E1,1.636496314135219E9,"2021-11-09 23:18:34.135 UTC+01:00"
