"event","experiment time","system time","system time text"
"START",0.000000000E0,1636561880.723,"2021-11-10 17:31:20.723 UTC+01:00"
"PAUSE",4.504375816E1,1636561925.767,"2021-11-10 17:32:05.767 UTC+01:00"
