"event","experiment time","system time","system time text"
"START",0.000000000E0,1636307599.848,"2021-11-07 23:23:19.848 UTC+05:30"
"PAUSE",1.314095239E1,1636307612.989,"2021-11-07 23:23:32.989 UTC+05:30"
