"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572354.310,"2021-11-10 20:25:54.310 UTC+01:00"
"PAUSE",1.502521285E1,1636572369.335,"2021-11-10 20:26:09.335 UTC+01:00"
