"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571217.766,"2021-11-10 20:06:57.766 UTC+01:00"
"PAUSE",4.503720472E1,1636571262.804,"2021-11-10 20:07:42.804 UTC+01:00"
