"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636299387287619E9,"2021-11-07 16:36:27.288 UTC+01:00"
"PAUSE",2.783711170832976E1,1.636299415123998E9,"2021-11-07 16:36:55.124 UTC+01:00"
