"event","experiment time","system time","system time text"
"START",0.000000000E0,1636487043.967,"2021-11-09 20:44:03.967 UTC+01:00"
"PAUSE",1.661720183E1,1636487060.584,"2021-11-09 20:44:20.584 UTC+01:00"
