"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394552.194,"2021-11-08 19:02:32.194 UTC+01:00"
"PAUSE",2.195048171E1,1636394574.145,"2021-11-08 19:02:54.145 UTC+01:00"
