"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.441916831E-3,4.467265308E-1,4.360136390E-2,-3.200073540E-2
1.943091676E-2,3.970929384E-1,6.587523222E-2,-3.900098428E-2
2.942091669E-2,2.844175100E-1,6.218355894E-2,-2.816511691E-2
3.941091662E-2,1.562986076E-1,2.005528286E-2,-1.130841859E-2
4.939991678E-2,3.475993499E-2,-5.151477456E-2,-1.278860308E-2
5.938991671E-2,-6.410379708E-2,-1.100505292E-1,-3.255538270E-2
6.937891664E-2,-1.158482134E-1,-1.516285986E-1,-4.535480216E-2
7.936891681E-2,-1.291071922E-1,-1.781784296E-1,-5.135818943E-2
8.935791673E-2,-1.104536131E-1,-1.900734305E-1,-5.994315818E-2
9.934791666E-2,-7.474541664E-2,-1.860347539E-1,-7.387682050E-2
1.093369168E-1,-4.300773144E-2,-1.861649752E-1,-8.589433134E-2
1.193269168E-1,-3.614419699E-2,-1.899919808E-1,-1.101245210E-1
1.293159167E-1,-5.419909582E-2,-1.928013414E-1,-1.338599324E-1
1.393059166E-1,-9.150147438E-2,-1.824681461E-1,-1.574268043E-1
1.492949168E-1,-1.341131181E-1,-1.813392192E-1,-1.898071170E-1
1.592849167E-1,-1.843181700E-1,-1.816935390E-1,-2.306429446E-1
1.692749166E-1,-2.382532954E-1,-1.742984802E-1,-2.824802995E-1
1.792639168E-1,-2.969442010E-1,-1.649814099E-1,-3.329281211E-1
1.892539167E-1,-3.504915833E-1,-1.530315429E-1,-3.674940765E-1
1.992429167E-1,-3.786827922E-1,-1.541659087E-1,-3.939241171E-1
2.092329168E-1,-3.741029799E-1,-1.700689793E-1,-4.121225774E-1
2.192219167E-1,-3.417596817E-1,-2.181206495E-1,-4.411786199E-1
2.292119167E-1,-3.091607094E-1,-2.595647573E-1,-5.026907325E-1
2.392009166E-1,-3.195013404E-1,-2.702323198E-1,-6.135331988E-1
2.491909168E-1,-3.309198916E-1,-3.288644850E-1,-7.186082602E-1
2.591799167E-1,-3.430704772E-1,-4.007655680E-1,-8.034891486E-1
2.691699166E-1,-3.553316593E-1,-5.194234848E-1,-8.739840984E-1
2.791599168E-1,-3.613151312E-1,-6.781547070E-1,-9.441504478E-1
2.891489167E-1,-3.713518083E-1,-8.489125967E-1,-1.022691607E0
2.991389167E-1,-4.146661758E-1,-1.001314998E0,-1.115204215E0
3.091279168E-1,-4.906810522E-1,-1.084766388E0,-1.203374505E0
3.191175417E-1,-5.865128636E-1,-1.102634549E0,-1.307227015E0
3.291065418E-1,-6.817035675E-1,-1.074602365E0,-1.404095531E0
3.390965417E-1,-7.545676827E-1,-9.906671047E-1,-1.499243498E0
3.490855417E-1,-7.899110317E-1,-9.211615324E-1,-1.574487925E0
3.590755416E-1,-7.583419681E-1,-8.817441463E-1,-1.605187416E0
3.690645418E-1,-6.471584439E-1,-8.592260480E-1,-1.583330870E0
3.790545417E-1,-4.666362703E-1,-8.367635012E-1,-1.504718065E0
3.890445416E-1,-2.364992052E-1,-8.291229010E-1,-1.396112323E0
3.990335418E-1,4.892991390E-3,-8.297835588E-1,-1.277166724E0
4.090235417E-1,2.233108133E-1,-8.326867223E-1,-1.182346702E0
4.190125416E-1,4.048278332E-1,-8.252839446E-1,-1.109009385E0
4.290025418E-1,5.248346329E-1,-7.683492899E-1,-1.066858768E0
4.389915417E-1,5.728115439E-1,-6.582258344E-1,-1.058285832E0
4.489815417E-1,5.479016304E-1,-5.290209651E-1,-1.077991366E0
4.589705418E-1,4.698521495E-1,-4.417746067E-1,-1.098175406E0
4.689605418E-1,3.556883037E-1,-3.906906247E-1,-1.078710079E0
4.789495417E-1,2.192663997E-1,-3.686302304E-1,-1.022454619E0
4.889395416E-1,6.083014235E-2,-3.464383781E-1,-9.458847642E-1
4.989285418E-1,-8.028645813E-2,-2.671623528E-1,-8.821117878E-1
5.089185417E-1,-2.124958932E-1,-3.145235032E-2,-8.225629926E-1
5.189085416E-1,-3.297040164E-1,2.292175293E-1,-7.621046305E-1
5.288975418E-1,-3.960990310E-1,4.012377560E-1,-7.113215923E-1
