"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482612133880E9,"2021-11-09 19:30:12.134 UTC+01:00"
"PAUSE",4.091450233333308E1,1.636482653047639E9,"2021-11-09 19:30:53.048 UTC+01:00"
