"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636821125860805E9,"2021-11-13 17:32:05.861 UTC+01:00"
"PAUSE",2.001217183333938E1,1.636821145873122E9,"2021-11-13 17:32:25.873 UTC+01:00"
