"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636495178599087E9,"2021-11-09 22:59:38.599 UTC+01:00"
"PAUSE",3.652925687500101E1,1.636495215128283E9,"2021-11-09 23:00:15.128 UTC+01:00"
