"event","experiment time","system time","system time text"
"START",0.000000000E0,1636469184.107,"2021-11-09 15:46:24.107 UTC+01:00"
"PAUSE",2.648652202E1,1636469210.593,"2021-11-09 15:46:50.593 UTC+01:00"
