"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636483798316918E9,"2021-11-09 19:49:58.317 UTC+01:00"
"PAUSE",5.730485250003403E1,1.636483855621521E9,"2021-11-09 19:50:55.622 UTC+01:00"
