,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
6467,65.00026042,-6.547234955,7.291636963,-0.05807922363
6468,65.01031142,-6.539002075,7.282955017,-0.06092330933
6469,65.02036242,-6.507268066,7.282955017,-0.005089416504
6470,65.03041342,-6.498885498,7.292834473,-0.04311035156
6471,65.04046542,-6.481970673,7.314838715,-0.09969268799
6472,65.05051642,-6.462660828,7.328310699,-0.07963439941
6473,65.06056742,-6.455924835,7.301815796,-0.0809815979
6474,65.07061842,-6.484216003,7.24403595,-0.1429527283
6475,65.08066942,-6.483168182,7.259753265,-0.1308279419
6476,65.09072042,-6.472839661,7.328610077,-0.08337661743
6477,65.10077142,-6.47059433,7.369924164,-0.03427871704
6478,65.11082242,-6.480473785,7.374115448,-0.02978805542
6479,65.12087342,-6.474336548,7.347770233,-0.0477507019
6480,65.13092442,-6.466103668,7.330106964,-0.06017486572
6481,65.14097542,-6.455775146,7.335346069,-0.06601272583
6482,65.15102642,-6.436465302,7.36214035,-0.06526428223
6483,65.16107742,-6.422993317,7.378456421,-0.06256988525
6484,65.17112942,-6.408922577,7.381001129,-0.08936416626
6485,65.18118042,-6.412365417,7.346572723,-0.1041833496
6486,65.19123142,-6.409371643,7.321125641,-0.09190887451
6487,65.20128242,-6.417005768,7.322173462,-0.08876541138
6488,65.21133342,-6.409072266,7.317982178,-0.06750961304
6489,65.22138442,-6.426585846,7.344776459,-0.05792953491
6490,65.23143542,-6.432573395,7.337142334,-0.08487350464
6491,65.24148642,-6.435866547,7.331903229,-0.07903564453
6492,65.25153742,-6.434070282,7.364685059,-0.04206253052
6493,65.26158842,-6.441105652,7.386240234,-0.03817062378
6494,65.27163942,-6.453529816,7.388934631,-0.07903564453
6495,65.28169042,-6.452032928,7.385192413,-0.07918533325
6496,65.29174142,-6.455924835,7.366631012,-0.09205856323
6497,65.30179242,-6.436914368,7.353608093,-0.08322692871
6498,65.31184442,-6.451434174,7.329208832,-0.06406677246
6499,65.32189542,-6.451733551,7.301067352,-0.07409591675
6500,65.33194642,-6.449937286,7.292086029,-0.06915618896
6501,65.34199742,-6.438710632,7.322622528,-0.04715194702
6502,65.35204842,-6.446644135,7.364385681,-0.04041595459
6503,65.36209942,-6.455625458,7.368576965,-0.05733078003
6504,65.37215042,-6.471941528,7.366032257,-0.09430389404
6505,65.38220142,-6.494095459,7.33414856,-0.09684860229
6506,65.39225242,-6.497388611,7.290439453,-0.093256073
6507,65.40230342,-6.528074799,7.258106689,-0.07813751221
6508,65.41235442,-6.547534332,7.253765717,-0.07993377686
6509,65.42240542,-6.557862854,7.264243927,-0.06676116943
6510,65.43245642,-6.531817017,7.239545288,-0.06301895142
6511,65.44250742,-6.515950012,7.251819763,-0.07439529419
6512,65.45255942,-6.525829468,7.271428986,-0.07185058594
6513,65.46261042,-6.521189117,7.268135834,-0.05418731689
6514,65.47266125,-6.517446899,7.252717896,-0.08217910767
6515,65.48271225,-6.527176666,7.24164093,-0.1070274353
6516,65.49276325,-6.533912659,7.274273071,-0.0809815979
6517,65.50281425,-6.519093475,7.323670349,-0.04236190796
6518,65.51286525,-6.512058105,7.320826263,-0.05358856201
6519,65.52291625,-6.491700439,7.310797119,-0.08277786255
6520,65.53296725,-6.487658844,7.32007782,-0.07244934082
6521,65.54301825,-6.477330322,7.333400116,-0.04745132446
6522,65.55306925,-6.451134796,7.34702179,-0.0462538147
6523,65.56312025,-6.45068573,7.349416809,-0.0549357605
6524,65.57317125,-6.442752228,7.380701752,-0.04385879517
6525,65.58322225,-6.426436157,7.39611969,-0.02634521484
6526,65.59327425,-6.39335495,7.362739105,-0.06930587769
6527,65.60332525,-6.368057556,7.357050934,-0.05658233643
6528,65.61337625,-6.363117828,7.370822296,-0.03023712158
6529,65.62342725,-6.369704132,7.371121674,-0.016615448
6530,65.63347825,-6.389313354,7.368576965,-0.04760101318
6531,65.64352925,-6.404132538,7.365134125,-0.1115180969
6532,65.65358025,-6.425088959,7.380252686,-0.09445358276
