"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636141861825919E9,"2021-11-05 20:51:01.826 UTC+01:00"
"PAUSE",5.548156341668800E1,1.636141917308225E9,"2021-11-05 20:51:57.308 UTC+01:00"
