"event","experiment time","system time","system time text"
"START",0.000000000E0,1636141292.250,"2021-11-05 20:41:32.250 UTC+01:00"
"PAUSE",4.771334382E1,1636141339.963,"2021-11-05 20:42:19.963 UTC+01:00"
