"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636534885810315E9,"2021-11-10 10:01:25.810 UTC+01:00"
"PAUSE",1.419994662498357E1,1.636534900009978E9,"2021-11-10 10:01:40.010 UTC+01:00"
