"event","experiment time","system time","system time text"
"START",0.000000000E0,1636486948.181,"2021-11-09 20:42:28.181 UTC+01:00"
"PAUSE",1.405256891E1,1636486962.233,"2021-11-09 20:42:42.233 UTC+01:00"
