"event","experiment time","system time","system time text"
"START",0.000000000E0,1636141868.258,"2021-11-05 20:51:08.258 UTC+01:00"
"PAUSE",6.849688641E1,1636141936.755,"2021-11-05 20:52:16.755 UTC+01:00"
