"event","experiment time","system time","system time text"
"START",0.000000000E0,1636492043.728,"2021-11-09 22:07:23.728 UTC+01:00"
"PAUSE",4.474538290E1,1636492088.474,"2021-11-09 22:08:08.474 UTC+01:00"
