"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.637166851008397E9,"2021-11-17 17:34:11.008 UTC+01:00"
"PAUSE",2.203552433330333E1,1.637166873043933E9,"2021-11-17 17:34:33.044 UTC+01:00"
