"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394874.079,"2021-11-08 19:07:54.079 UTC+01:00"
"PAUSE",2.222453708E1,1636394896.304,"2021-11-08 19:08:16.304 UTC+01:00"
