"event","experiment time","system time","system time text"
"START",0.000000000E0,1636141681.381,"2021-11-05 20:48:01.381 UTC+01:00"
"PAUSE",6.227176930E1,1636141743.652,"2021-11-05 20:49:03.652 UTC+01:00"
