"event","experiment time","system time","system time text"
"START",0.000000000E0,1636484740.004,"2021-11-09 20:05:40.004 UTC+01:00"
"PAUSE",2.110225260E1,1636484761.106,"2021-11-09 20:06:01.106 UTC+01:00"
