"event","experiment time","system time","system time text"
"START",0.000000000E0,1636306424.216,"2021-11-07 23:03:44.216 UTC+05:30"
"PAUSE",2.831077442E1,1636306452.527,"2021-11-07 23:04:12.527 UTC+05:30"
