,Time (s),X (rad/s),Y (rad/s),Z (rad/s)
4476,45.00512838,-0.3654136658,2.125786066,-0.1523851007
4477,45.01518037,-0.3806269765,2.148795366,-0.1328214854
4478,45.02523238,-0.3855218589,2.181960106,-0.1336028576
4479,45.03528437,-0.4123534858,2.247766495,-0.1325503737
4480,45.04533638,-0.4396668673,2.314120293,-0.1424663812
4481,45.05538837,-0.4651847482,2.391538382,-0.1541927606
4482,45.06544038,-0.5081340671,2.483665943,-0.180777505
4483,45.07549275,-0.5600701571,2.552730083,-0.1897293627
4484,45.08554475,-0.6050147414,2.598507643,-0.1870859116
4485,45.09559675,-0.6436418295,2.666280508,-0.1970945895
4486,45.10564875,-0.678730309,2.719172955,-0.2189927101
4487,45.11570075,-0.7037737966,2.753077984,-0.2378315479
4488,45.12575275,-0.713280499,2.785467148,-0.2655164599
4489,45.13580475,-0.719147563,2.802513123,-0.2696720064
4490,45.14585675,-0.7226091623,2.806592941,-0.2596084476
4491,45.15590875,-0.7358974218,2.796283484,-0.2220508903
4492,45.16596075,-0.7484691739,2.775481224,-0.1601528972
4493,45.17601275,-0.7709175348,2.77492404,-0.08761512488
4494,45.18606475,-0.7752265334,2.745639801,-0.01859530807
4495,45.19611675,-0.7614891529,2.744752407,0.04772373661
4496,45.20616775,-0.7256928086,2.734737396,0.105375044
4497,45.21622075,-0.7050722241,2.651590824,0.155050993
4498,45.22627275,-0.6875891089,2.592612505,0.1887295842
4499,45.23632475,-0.7003544569,2.59079051,0.2442949265
4500,45.24637675,-0.7693212628,2.627444029,0.2912872136
4501,45.25642875,-0.8661485314,2.656309605,0.2918022275
4502,45.26647975,-0.9516837001,2.642091036,0.2607140839
4503,45.27653275,-1.005661011,2.675210953,0.2291921973
4504,45.28658475,-1.029355884,2.791234493,0.2344343662
4505,45.29663675,-1.033048153,3.018468618,0.296562016
4506,45.30668875,-1.014825702,3.332505941,0.3660894334
4507,45.31674075,-0.9671135545,3.64095068,0.4305282831
4508,45.32679275,-0.8921695352,3.857556105,0.4703545272
4509,45.33684475,-0.7647563219,3.998590708,0.5097609162
4510,45.34689675,-0.6045871377,4.051908493,0.5289325118
4511,45.35694875,-0.4512140453,3.90651679,0.5562186837
4512,45.36699975,-0.3295432925,3.773088694,0.5571745038
4513,45.37705175,-0.2336186767,3.547923326,0.538356781
4514,45.38710475,-0.1440925002,3.30005908,0.5149472952
4515,45.39715575,-0.06339496374,3.095640421,0.4773603678
4516,45.40720875,0.03380961344,2.983613491,0.470646292
4517,45.41725975,0.1051440462,2.903242111,0.4940420389
4518,45.42731275,0.1529893428,2.896368027,0.5280857682
4519,45.43736475,0.1839339733,2.890229464,0.5562101603
4520,45.44741575,0.1806644052,2.890578747,0.5834916234
4521,45.45746775,0.1603210717,2.913171053,0.6183339357
4522,45.46751975,0.1139783338,2.959204435,0.662473917
4523,45.47757275,0.04571181163,2.988679886,0.7311721444
4524,45.48762375,-0.04556990042,2.974863052,0.8079798222
4525,45.49767575,-0.159508884,2.963635206,0.8824839592
4526,45.50772775,-0.2645993531,2.941313267,0.9592785835
4527,45.51777975,-0.3563809395,2.886773348,1.04628396
4528,45.52783175,-0.4553898275,2.781984329,1.133885622
4529,45.53788375,-0.5334554315,2.697595596,1.226962447
4530,45.54793575,-0.577413857,2.600174189,1.3230685
4531,45.55798775,-0.5811496973,2.485685349,1.414377689
4532,45.56803975,-0.5847367048,2.416830301,1.49540782
4533,45.57809175,-0.5493768454,2.325530529,1.491014957
4534,45.58814375,-0.4698192179,2.048101425,1.414606452
4535,45.59819575,-0.3672609925,2.128038406,1.342978716
4536,45.60824775,-0.2907640934,2.148481846,1.286957502
4537,45.61829975,-0.2283532172,2.177275896,1.242815137
4538,45.62835175,-0.1812610626,2.175633192,1.196479917
4539,45.63840375,-0.1460128576,2.211817503,1.182201624
4540,45.64845575,-0.1311092824,2.226890564,1.149733424
4541,45.65850775,-0.1071545482,2.195281267,1.120247126
4542,45.66855975,-0.07770051807,2.105568886,1.080828667
4543,45.67861175,-0.04873967916,2.079075336,1.065766096
4544,45.68866375,-0.03475701809,2.001325369,1.057005644
4545,45.69871575,0.003597791307,1.896001935,1.035596371
4546,45.70876775,0.06183952838,1.768819809,1.033392787
4547,45.71881975,0.1428645849,1.644401312,1.044662118
4548,45.72887175,0.2248622477,1.563899994,1.040963411
4549,45.73892375,0.3040017486,1.563060284,1.024278164
4550,45.74897575,0.3667956293,1.563094735,0.9804950356
4551,45.75902775,0.4242893755,1.593652964,0.9130851626
4552,45.76907975,0.4871865809,1.64179039,0.8171322942
4553,45.77913175,0.531599164,1.72441721,0.7488950491
4554,45.78918375,0.5610976815,1.74738884,0.6695078015
4555,45.79923575,0.5934635401,1.711990714,0.5774364471
4556,45.80928775,0.6245988011,1.647518039,0.4873904288
4557,45.81933975,0.6525150537,1.549337029,0.4019259214
4558,45.82939175,0.6799714565,1.437093735,0.3333793283
4559,45.83944375,0.7091377378,1.335190773,0.2787718177
4560,45.84949575,0.7478238344,1.211599827,0.2369569838
4561,45.85954775,0.7894300222,1.106334805,0.1942073554
4562,45.86959975,0.8140053749,1.041991472,0.1404027045
4563,45.87965175,0.8314613104,0.9879305363,0.0785343498
4564,45.88970375,0.8467979431,0.9412202835,0.01808991656
4565,45.89975575,0.8727768064,0.8677195907,-0.04795945063
