"event","experiment time","system time","system time text"
"START",0.000000000E0,1636365603.346,"2021-11-08 11:00:03.346 UTC+01:00"
"PAUSE",2.428406146E1,1636365627.630,"2021-11-08 11:00:27.630 UTC+01:00"
