"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571464.758,"2021-11-10 20:11:04.758 UTC+01:00"
"PAUSE",1.505397723E1,1636571479.812,"2021-11-10 20:11:19.812 UTC+01:00"
