,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4179,42.00807437,-3.199446716,9.219627686,-0.4876858521
4180,42.01812637,-3.226839752,9.215436401,-0.5206173706
4181,42.02817737,-3.234473877,9.199419708,-0.5278024292
4182,42.03822938,-3.221600647,9.173972626,-0.486638031
4183,42.04828137,-3.199446716,9.162745972,-0.4751119995
4184,42.05833238,-3.211122437,9.163195038,-0.4861889648
4185,42.06838437,-3.214565277,9.155111847,-0.5376818848
4186,42.07843638,-3.209475861,9.16289566,-0.5417234802
4187,42.08848737,-3.216960297,9.209149475,-0.5219645691
4188,42.09853938,-3.20603302,9.248966675,-0.5249583435
4189,42.10859137,-3.236868896,9.24836792,-0.5126838684
4190,42.11864237,-3.238365784,9.235943756,-0.5043013
4191,42.12869437,-3.235671387,9.223519592,-0.5029541016
4192,42.13874637,-3.222798157,9.195527802,-0.5007087708
4193,42.14879738,-3.238515472,9.163344727,-0.527353363
4194,42.15884937,-3.26216629,9.174421692,-0.5607339478
4195,42.16890138,-3.292852478,9.174122314,-0.5652246094
4196,42.17895237,-3.29494812,9.137298889,-0.5739065552
4197,42.18900438,-3.245550842,9.142088928,-0.5483097839
4198,42.19905537,-3.209775238,9.184899902,-0.5234614563
4199,42.20910738,-3.208577728,9.231602783,-0.5306465149
4200,42.21915937,-3.2434552,9.241182861,-0.523611145
4201,42.22921037,-3.269501038,9.219328308,-0.5334906006
4202,42.23926237,-3.275787964,9.213340759,-0.5610333252
4203,42.24931437,-3.262465668,9.213640137,-0.6001020813
4204,42.25936538,-3.225791931,9.171727295,-0.6246510315
4205,42.26941737,-3.175346832,9.154363403,-0.6072871399
4206,42.27946938,-3.147804108,9.161997528,-0.5834866333
4207,42.28952037,-3.199895782,9.208850098,-0.5807922363
4208,42.29957238,-3.249891815,9.199569397,-0.5960604858
4209,42.30962437,-3.275189209,9.185348969,-0.6005511475
4210,42.31967538,-3.255729675,9.200617218,-0.628692627
4211,42.32972737,-3.243006134,9.214837646,-0.6367758179
4212,42.33977938,-3.234024811,9.204509125,-0.643661499
4213,42.34983037,-3.230432281,9.198820953,-0.6471043396
4214,42.35988237,-3.264112244,9.200168152,-0.6553372192
4215,42.36993437,-3.282823334,9.18280426,-0.6494993591
