"event","experiment time","system time","system time text"
"START",0.000000000E0,1636385969.139,"2021-11-08 16:39:29.139 UTC+01:00"
"PAUSE",3.947036749E1,1636386008.609,"2021-11-08 16:40:08.609 UTC+01:00"
