"event","experiment time","system time","system time text"
"START",0.000000000E0,1636570970.871,"2021-11-10 20:02:50.871 UTC+01:00"
"PAUSE",1.504090208E1,1636570985.911,"2021-11-10 20:03:05.911 UTC+01:00"
