"event","experiment time","system time","system time text"
"START",0.000000000E0,1636470091.305,"2021-11-09 16:01:31.305 UTC+01:00"
"PAUSE",2.195613312E1,1636470113.261,"2021-11-09 16:01:53.261 UTC+01:00"
