"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636142145697604E9,"2021-11-05 20:55:45.698 UTC+01:00"
"PAUSE",6.397830687498208E1,1.636142209677529E9,"2021-11-05 20:56:49.678 UTC+01:00"
