"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482172417420E9,"2021-11-09 19:22:52.417 UTC+01:00"
"PAUSE",1.259599783333397E1,1.636482185013399E9,"2021-11-09 19:23:05.013 UTC+01:00"
