"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636495987208558E9,"2021-11-09 23:13:07.209 UTC+01:00"
"PAUSE",1.992438504166785E1,1.636496007133008E9,"2021-11-09 23:13:27.133 UTC+01:00"
