"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636299308552648E9,"2021-11-07 16:35:08.553 UTC+01:00"
"PAUSE",1.541959854166635E1,1.636299323971841E9,"2021-11-07 16:35:23.972 UTC+01:00"
