"event","experiment time","system time","system time text"
"START",0.000000000E0,1636376487.646,"2021-11-08 14:01:27.646 UTC+01:00"
"PAUSE",7.879693299E1,1636376566.443,"2021-11-08 14:02:46.443 UTC+01:00"
