,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
1493,15.00990458,0.1014889526,-9.824819183,-0.7839198303
1494,15.01995658,0.2682421875,-9.999356232,-0.7716453552
1495,15.03000858,0.3505709839,-10.04007156,-0.7418572998
1496,15.04006033,0.4055067444,-9.954449615,-0.5740562439
1497,15.05011233,0.6221063232,-9.770033112,-0.417481842
1498,15.06016433,0.8512797546,-9.767787781,-0.3070115662
1499,15.07021633,1.076411591,-9.962532806,-0.205821991
1500,15.08026733,1.346000977,-10.11192215,-0.2359094238
1501,15.09031933,1.695374451,-10.23227188,-0.2752775574
1502,15.10037133,1.819915466,-10.32373169,-0.2010319519
1503,15.11042333,1.641935577,-10.40890457,-0.2168989563
1504,15.12047533,1.362616425,-10.30082932,-0.3580554199
1505,15.13052733,1.18179245,-9.994416504,-0.4162843323
1506,15.14057933,1.083147583,-9.85685257,-0.4079017639
1507,15.15063033,1.00276474,-9.814939728,-0.3766168213
1508,15.16068233,0.9196875,-9.799970856,-0.2595602417
1509,15.17073433,0.8107141113,-9.77841568,-0.1728904724
1510,15.18078633,0.7066804504,-9.7409935,-0.152233429
1511,15.19083833,0.665665741,-9.705666962,-0.2065704346
1512,15.20089033,0.7259902954,-9.722581787,-0.3149450684
1513,15.21094133,0.9375004578,-9.754764862,-0.370329895
1514,15.22099333,1.144519958,-9.802515564,-0.3640429688
1515,15.23104533,1.301244049,-9.835447083,-0.3517684937
1516,15.24109733,1.430126038,-9.858199768,-0.3838018799
1517,15.25114933,1.456022186,-9.801617432,-0.4818479919
1518,15.26120133,1.42518631,-9.728419647,-0.5915698242
1519,15.27125333,1.392703857,-9.708660736,-0.6161187744
1520,15.28130433,1.338366852,-9.723479919,-0.6523434448
1521,15.29135633,1.345102844,-9.733509064,-0.6707551575
1522,15.30140833,1.392554169,-9.721833344,-0.5899232483
1523,15.31146033,1.315763855,-9.73979599,-0.483943634
1524,15.32151233,1.172062683,-9.769434357,-0.3977229309
1525,15.33156433,1.053209839,-9.709708557,-0.3604504395
1526,15.34161633,1.020577698,-9.635462952,-0.4085005188
1527,15.35166733,1.090781708,-9.567354584,-0.4924758911
