"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572089.375,"2021-11-10 20:21:29.375 UTC+01:00"
"PAUSE",4.503819227E1,1636572134.413,"2021-11-10 20:22:14.413 UTC+01:00"
