,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
6965,70.00328346,-3.344345398,9.018895111,-1.429527283
6966,70.01333446,-3.33476532,9.029073944,-1.412163391
6967,70.02338446,-3.326981506,9.045390015,-1.456171875
6968,70.03343546,-3.333867188,9.073232117,-1.519789581
6969,70.04348646,-3.34883606,9.089548187,-1.51410141
6970,70.05353746,-3.378923492,9.070837097,-1.480720825
6971,70.06358846,-3.397484894,9.058712311,-1.469194794
6972,70.07363946,-3.390449524,9.060957642,-1.469344482
6973,70.08369046,-3.369493103,9.065597992,-1.462159424
6974,70.09374146,-3.378773804,9.065448303,-1.451531525
6975,70.10379246,-3.3721875,9.080417175,-1.442550201
6976,70.11384246,-3.382965088,9.077872467,-1.452429657
6977,70.12389346,-3.381019135,9.052724762,-1.468146973
6978,70.13394446,-3.354224854,9.052275696,-1.415606232
6979,70.14399546,-3.344794464,9.046737213,-1.361568604
6980,70.15404646,-3.348386993,9.039701843,-1.389710083
6981,70.16409746,-3.336711273,9.038504333,-1.444645844
6982,70.17414846,-3.333118744,9.041498108,-1.460812225
6983,70.18419946,-3.352578278,9.041348419,-1.476379852
6984,70.19424946,-3.36634964,9.034612427,-1.513352966
6985,70.20430046,-3.372636566,9.035211182,-1.53865036
6986,70.21435146,-3.414998474,9.05646698,-1.561253357
6987,70.22440246,-3.421435089,9.083111572,-1.499731293
6988,70.23445346,-3.413501587,9.11963562,-1.407523041
6989,70.24450446,-3.402125244,9.114845581,-1.401834869
6990,70.25455546,-3.394491119,9.085656281,-1.438807983
6991,70.26460646,-3.39553894,9.054371338,-1.468745728
6992,70.27465746,-3.395688629,9.010512543,-1.502575378
6993,70.28470746,-3.388503571,8.979676666,-1.48251709
6994,70.29475846,-3.396437073,8.969797211,-1.437610474
6995,70.30480946,-3.414549408,8.984017639,-1.418600006
6996,70.31486046,-3.414100342,9.016949158,-1.410666504
6997,70.32491146,-3.416046295,9.039252777,-1.426683197
6998,70.33496246,-3.397185516,9.058412933,-1.423839111
6999,70.34501346,-3.341950378,9.093440094,-1.428329773
7000,70.35506446,-3.286415863,9.100625153,-1.476379852
7001,70.36511446,-3.29150528,9.111851807,-1.513802032
7002,70.37516546,-3.349434814,9.11963562,-1.457219696
7003,70.38521646,-3.404220886,9.087452545,-1.411564636
7004,70.39526746,-3.40960968,9.052275696,-1.436113586
7005,70.40531846,-3.428620148,9.020841064,-1.459764404
7006,70.41536946,-3.440894623,8.975186005,-1.439706116
7007,70.42542046,-3.425626373,8.963510284,-1.412612457
7008,70.43547146,-3.401077423,8.980724487,-1.449435883
7009,70.44552246,-3.397335205,8.999884644,-1.465751953
7010,70.45557246,-3.384911041,9.045689392,-1.438508606
7011,70.46562346,-3.346740417,9.079069977,-1.40527771
7012,70.47567446,-3.325035553,9.065597992,-1.401535492
7013,70.48572546,-3.313958588,9.064101105,-1.41695343
7014,70.49577646,-3.30782135,9.063801727,-1.426982574
7015,70.50582746,-3.327879639,9.088500366,-1.438209229
7016,70.51587846,-3.347189484,9.103918304,-1.467398529
7017,70.52592946,-3.35811676,9.120533752,-1.44734024
7018,70.53598046,-3.357967072,9.12547348,-1.454076233
7019,70.54603046,-3.38042038,9.083860016,-1.470242615
7020,70.55608146,-3.420087891,9.055718536,-1.447938995
7021,70.56613246,-3.461252289,9.044042816,-1.415905609
7022,70.57618346,-3.478466492,9.038654022,-1.439706116
7023,70.58623446,-3.462749176,9.034013672,-1.472188568
7024,70.59628546,-3.407963104,9.051227875,-1.474733276
7025,70.60633646,-3.36170929,9.050928497,-1.436113586
7026,70.61638746,-3.346291351,9.053024139,-1.428030396
7027,70.62643846,-3.345692596,9.059909821,-1.446891174
7028,70.63648946,-3.344944153,9.047785034,-1.458716583
7029,70.64653946,-3.365900574,9.033564606,-1.50122818
7030,70.65659046,-3.401077423,9.039701843,-1.487905884
7031,70.66664146,-3.426374817,9.049581299,-1.46260849
7032,70.67669246,-3.437451782,9.034163361,-1.492246857
7033,70.68674346,-3.435505829,9.011410675,-1.550625458
7034,70.69679446,-3.435805206,9.035510559,-1.550176392
7035,70.70684546,-3.43415863,9.054970093,-1.492246857
7036,70.71689646,-3.43415863,9.081764374,-1.458866272
7037,70.72694746,-3.447780304,9.068292389,-1.45213028
7038,70.73699746,-3.445684662,9.030421143,-1.445843353
7039,70.74704846,-3.407214661,8.990454254,-1.456022186
7040,70.75709946,-3.369044037,8.955576782,-1.48595993
7041,70.76715046,-3.365301819,8.949888611,-1.494791565
7042,70.77720146,-3.378474426,8.97458725,-1.47084137
7043,70.78725246,-3.401676178,9.020990753,-1.442849579
7044,70.79730346,-3.40496933,9.060807953,-1.446591797
7045,70.80735446,-3.428470459,9.085805969,-1.433868256
7046,70.81740546,-3.439098358,9.101373596,-1.413061523
7047,70.82745546,-3.410507812,9.09972702,-1.442550201
7048,70.83750646,-3.373235321,9.101373596,-1.456620941
7049,70.84755746,-3.336860962,9.103918304,-1.433868256
7050,70.85760846,-3.328179016,9.093739471,-1.460512848
7051,70.86765946,-3.362607422,9.083111572,-1.496737518
7052,70.87771046,-3.398981781,9.080716553,-1.496138763
7053,70.88776146,-3.409909058,9.059460754,-1.471140747
7054,70.89781246,-3.413202209,9.045539703,-1.472637634
7055,70.90786346,-3.419489136,9.036708069,-1.473835144
7056,70.91791446,-3.401077423,9.026978302,-1.478625183
7057,70.92796446,-3.402274933,9.025930481,-1.466350708
7058,70.93801546,-3.412453766,9.034911804,-1.444346466
7059,70.94806646,-3.409459991,9.05062912,-1.449286194
7060,70.95811746,-3.385210419,9.046737213,-1.469494171
7061,70.96816846,-3.347039795,9.030570831,-1.448088684
