"event","experiment time","system time","system time text"
"START",0.000000000E0,1636305886.198,"2021-11-07 22:54:46.198 UTC+05:30"
"PAUSE",2.425465395E1,1636305910.453,"2021-11-07 22:55:10.453 UTC+05:30"
