"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636499662139146E9,"2021-11-10 00:14:22.139 UTC+01:00"
"PAUSE",1.846782362498925E1,1.636499680606921E9,"2021-11-10 00:14:40.607 UTC+01:00"
