"event","experiment time","system time","system time text"
"START",0.000000000E0,1636485069.710,"2021-11-09 20:11:09.710 UTC+01:00"
"PAUSE",2.043950723E1,1636485090.150,"2021-11-09 20:11:30.150 UTC+01:00"
