,Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
995,10.00342137,-0.396076355,-9.762398987,-0.8890013123
996,10.01347237,0.04715194702,-9.646689606,-1.752256165
997,10.02352337,0.8056246948,-9.608219604,-2.411784668
998,10.03357437,1.788780212,-10.01267853,-2.631976776
999,10.04362537,2.659968567,-10.38764877,-2.181114349
1000,10.05367737,2.758763123,-10.49228119,-1.310225372
1001,10.06372837,2.27347229,-10.38405624,-0.40251297
1002,10.07377937,1.731898499,-10.04546036,0.369282074
1003,10.08383037,1.34914444,-9.664053497,0.8319699097
1004,10.09388237,1.03434906,-9.386680298,0.9101074219
1005,10.10393337,0.6975494385,-9.305848389,0.6953041077
1006,10.11398437,0.2610571289,-9.459429016,0.3141966248
1007,10.12403537,-0.02874023438,-9.670041046,-0.3492237854
1008,10.13408737,-0.060025177,-9.879305878,-1.103205872
1009,10.14413837,0.1014889526,-10.08422974,-1.678309937
1010,10.15418937,0.4745132446,-10.18437149,-2.04998703
1011,10.16424037,0.8713380432,-10.26355682,-2.012864227
1012,10.17429237,1.245260468,-10.27164001,-1.626068573
1013,10.18434337,1.469793549,-10.24843826,-1.108295288
1014,10.19439437,1.522783356,-10.15712814,-0.5914201355
1015,10.20444537,1.51993927,-10.08348129,-0.204175415
1016,10.21449737,1.529818726,-9.992320862,0.03547622681
1017,10.22454838,1.467847595,-9.916728058,0.01481918335
1018,10.23459937,1.468296661,-9.938582611,-0.233664093
1019,10.24465037,1.525178375,-9.948761444,-0.5544470215
1020,10.25470137,1.45557312,-9.852212219,-0.8250842285
1021,10.26475337,1.334624634,-9.711205444,-1.047371979
1022,10.27480437,1.254990234,-9.629475403,-1.139280853
1023,10.28485537,1.19586319,-9.622589722,-1.133742371
1024,10.29490637,1.172811127,-9.69069809,-1.088237
1025,10.30495837,1.176104279,-9.698182526,-1.039438477
1026,10.31500937,1.147663422,-9.638905792,-0.9810598755
1027,10.32506037,1.090931396,-9.608818359,-0.9463320923
1028,10.33511137,1.053209839,-9.634864197,-0.9198371887
1029,10.34516337,1.02387085,-9.692045288,-0.9310638428
1030,10.35521437,0.96414505,-9.728569336,-0.9632469177
1031,10.36526538,0.9237290955,-9.79248642,-0.9704319763
1032,10.37531637,0.9636959839,-9.806407471,-0.8767268372
1033,10.38536837,1.03434906,-9.802814941,-0.7385641479
1034,10.39541937,1.094673615,-9.760303345,-0.6864724731
1035,10.40547037,1.108444977,-9.698631592,-0.6791377258
1036,10.41552137,1.158740387,-9.669442291,-0.7167095947
1037,10.42557237,1.191971283,-9.702523499,-0.75353302
1038,10.43562437,1.14901062,-9.793534241,-0.7539820862
1039,10.44567537,1.071920929,-9.891580353,-0.7041357422
1040,10.45572637,1.012045441,-9.947114868,-0.6318360901
1041,10.46577737,0.9880952454,-9.947713623,-0.5465135193
1042,10.47582937,1.025218048,-9.952204285,-0.4779560852
1043,10.48588037,1.073567505,-9.894125061,-0.3903881836
1044,10.49593137,1.104702759,-9.854008484,-0.2854563904
1045,10.50598238,1.076710968,-9.840835876,-0.2314187622
1046,10.51603437,1.050814819,-9.818382568,-0.2490820312
1047,10.52608537,1.040935364,-9.764045563,-0.3356021118
1048,10.53613637,0.9864486694,-9.722881165,-0.4632865906
1049,10.54618737,0.9276210022,-9.732461243,-0.5712121582
1050,10.55623937,0.8960366821,-9.706714783,-0.6563850403
1051,10.56629037,0.866098938,-9.68950058,-0.7595205688
1052,10.57634137,0.8869056702,-9.694889374,-0.8240364075
1053,10.58639237,0.9867480469,-9.756561127,-0.7918533325
1054,10.59644437,1.082399139,-9.804910583,-0.6608757019
1055,10.60649537,1.142274628,-9.825717316,-0.5179229736
1056,10.61654637,1.213676147,-9.845326538,-0.420176239
1057,10.62659737,1.28358078,-9.870324554,-0.3915856934
1058,10.63664937,1.315015411,-9.864786072,-0.4327500916
1059,10.64670037,1.307680664,-9.842632141,-0.462538147
1060,10.65675137,1.295855255,-9.798773346,-0.5008584595
1061,10.66680237,1.265169067,-9.745933228,-0.5590873718
1062,10.67685437,1.257385254,-9.738299103,-0.6385720825
1063,10.68690537,1.266665955,-9.787696381,-0.6827302551
1064,10.69695637,1.251547394,-9.833950195,-0.6747967529
1065,10.70700737,1.236129456,-9.852661285,-0.6242019653
1066,10.71705837,1.220112762,-9.855205994,-0.5791456604
1067,10.72711037,1.179696808,-9.839488678,-0.5138813782
1068,10.73716138,1.130898285,-9.83694397,-0.4468208313
1069,10.74721237,1.095272369,-9.847871246,-0.407303009
1070,10.75726337,1.079405365,-9.827812958,-0.4183799744
1071,10.76731537,1.057251434,-9.798623657,-0.4556524658
1072,10.77736637,1.044677582,-9.785001984,-0.5007087708
1073,10.78741737,1.032702484,-9.782008209,-0.5287005615
1074,10.79746837,1.008153534,-9.780960388,-0.5694158936
1075,10.80752038,1.045426025,-9.776170349,-0.5800437927
1076,10.817568,1.109941864,-9.799821167,-0.5716612244
1077,10.827619,1.16891922,-9.817933502,-0.580941925
1078,10.83767,1.205443268,-9.804012451,-0.590072937
1079,10.847722,1.241667938,-9.791438599,-0.5807922363
1080,10.857773,1.254092102,-9.797276459,-0.5583389282
1081,10.867824,1.225501556,-9.842183075,-0.5257067871
1082,10.877875,1.201102295,-9.892628174,-0.4810995483
1083,10.887927,1.196911011,-9.902956696,-0.4584965515
1084,10.897978,1.176253967,-9.849517822,-0.4531077576
1085,10.908029,1.136736145,-9.806706848,-0.4748126221
1086,10.91808,1.122815094,-9.81119751,-0.4665797424
1087,10.928132,1.108444977,-9.812544708,-0.4646337891
1088,10.938183,1.085392914,-9.749376068,-0.4962181091
1089,10.948234,1.074765015,-9.702224121,-0.5254074097
1090,10.958285,1.081800385,-9.698032837,-0.5442681885
1091,10.968337,1.080902252,-9.734706573,-0.5679190063
1092,10.978388,1.095422058,-9.814340973,-0.5652246094
1093,10.988439,1.126856689,-9.88484436,-0.5348377991
1094,10.99849,1.158740387,-9.892927551,-0.5035528564
1095,11.008542,1.189426575,-9.852810974,-0.4819976807
1096,11.018593,1.204096069,-9.840686188,-0.4445755005
1097,11.028644,1.200802917,-9.851763153,-0.4252656555
1098,11.038695,1.188678131,-9.861043854,-0.4402345276
1099,11.048747,1.170715485,-9.849068756,-0.4784051514
1100,11.058798,1.158890076,-9.801168365,-0.5150788879
1101,11.068849,1.125210114,-9.761201477,-0.5379812622
1102,11.0789,1.115929413,-9.756411438,-0.5397775269
1103,11.088952,1.114881592,-9.781559143,-0.5385800171
1104,11.099003,1.108594666,-9.777966614,-0.560584259
1105,11.109054,1.124611359,-9.754465485,-0.6007008362
1106,11.119105,1.14781311,-9.746082916,-0.6265969849
1107,11.129156,1.136436768,-9.778265991,-0.6258485413
1108,11.139208,1.135089569,-9.824968872,-0.5957611084
1109,11.149259,1.136736145,-9.855505371,-0.5638774109
1110,11.15931,1.153351593,-9.836345215,-0.5412744141
