"event","experiment time","system time","system time text"
"START",0.000000000E0,1636389024.579,"2021-11-08 17:30:24.579 UTC+01:00"
"PAUSE",4.006145066E1,1636389064.641,"2021-11-08 17:31:04.641 UTC+01:00"
