"event","experiment time","system time","system time text"
"START",0.000000000E0,1636305252.284,"2021-11-07 22:44:12.284 UTC+05:30"
"PAUSE",2.537388160E1,1636305277.658,"2021-11-07 22:44:37.658 UTC+05:30"
