"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636572352538574E9,"2021-11-10 20:25:52.539 UTC+01:00"
"PAUSE",5.719477179166279E1,1.636572409734331E9,"2021-11-10 20:26:49.734 UTC+01:00"
