"event","experiment time","system time","system time text"
"START",0.000000000E0,1636487354.171,"2021-11-09 20:49:14.171 UTC+01:00"
"PAUSE",3.488856978E1,1636487389.059,"2021-11-09 20:49:49.059 UTC+01:00"
