"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636282589982360E9,"2021-11-07 11:56:29.982 UTC+01:00"
"PAUSE",3.051631133334013E1,1.636282620499042E9,"2021-11-07 11:57:00.499 UTC+01:00"
