"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636298941083783E9,"2021-11-07 16:29:01.084 UTC+01:00"
"PAUSE",2.973656212499918E1,1.636298970820452E9,"2021-11-07 16:29:30.820 UTC+01:00"
