Time(s),X(rad/s),Y(rad/s),Z(rad/s)
0.01249014,-0.563337505,0.214362502,-0.883300006
0.02951815,-0.713487506,0.502699971,-0.965112507
0.04654641,-0.691624999,0.707849979,-0.965112507
0.0635744,-0.670724988,0.743324995,-0.794062495
0.08060249,-0.579150021,0.584512472,-0.532674968
0.09763073,-0.414287508,0.562512517,-0.334674984
0.11465874,-0.251762509,0.692037523,-0.222337499
0.13168685,-0.0452375,0.662612498,-0.227149993
0.14871486,0.208862498,0.617512524,-0.244337499
0.1657431,0.466674984,0.661512494,-0.233337492
0.18277112,0.747587502,0.638274968,-0.0903375
0.19979918,1.074975014,0.772612512,0.197999999
0.21682741,1.46231246,0.963187516,0.588912487
0.23385542,2.168512583,1.024237514,1.007874966
0.25088351,2.861237526,1.075662494,1.251112461
0.26791151,3.117675066,0.445225,1.470975041
0.28493972,2.979624987,-0.33426249,1.627312541
0.30196772,2.818475008,0.0248875,1.778837442
0.31899579,2.958862543,1.625387549,1.802075028
0.336024,2.576474905,3.649800062,1.546737432
0.35305198,1.976699948,4.749249935,1.188687444
0.37008006,1.442787528,4.129950047,1.047062516
0.38710827,1.005399942,1.955250025,1.047062516
0.40413628,0.447012484,-0.042212501,1.36345005
0.42116433,0.4384875,-0.346500009,1.886362433
0.43819235,0.645012498,-0.769174993,1.717787504
0.45522058,0.621774972,-0.805750012,1.08130002
0.47224864,0.488674998,-0.7227,0.730674982
0.48927666,0.465437502,-0.971987486,0.582862496
0.50630489,0.343199998,-1.152799964,0.502149999
0.52333291,-0.044,-0.809462488,0.364100009
0.540361,-0.383625001,-0.216975004,0.086762503
0.55738898,-0.547387481,0.252175003,-0.196624994
0.57441725,-0.751437485,0.787325025,-0.461724997
0.59144533,-1.027537465,1.366337538,-0.829537511
0.60847333,-1.346400023,1.742674947,-1.228974938
0.62550153,-1.424499989,1.351762533,-1.455024958
0.64252951,-1.473449945,0.536800027,-1.535599947
0.65955761,-1.157062531,0.199650005,-1.604074955
0.67658583,-0.648724973,1.416525006,-1.331550002
0.69361382,-0.370287508,3.024312496,-0.813587487
0.7106419,-0.30786249,2.673687458,-0.0561
0.7276701,0.072049998,1.432337523,0.266337484
0.7446981,0.118387498,1.580150008,0.222337499
0.76172618,-0.426387489,1.668149948,-0.044
0.77875418,-0.673200011,1.718199968,-0.172150001
0.79578241,-0.577912509,1.16723752,-0.207625002
0.81281048,-0.063524999,1.016950011,-0.257674992
0.82983848,0.673062503,1.85748744,-0.505725026
0.8468667,1.244925022,1.533812523,-0.619300008
0.86389469,0.969924986,0.0506,-0.810012519
0.88092279,0.267437488,-0.908462524,-0.888112485
0.89795101,-0.233337492,-0.570074976,-0.866112471
0.91497904,-0.453337491,-0.1057375,-0.833112478
0.93200713,-0.662199974,0.214362502,-0.81606251
0.94903536,-1.026299953,1.090237498,-0.748825014
0.96606332,-1.249874949,2.108012438,-0.469150007
0.98309141,-1.037299991,2.275350094,-0.089100003
1.00011942,-0.878487468,2.114062548,0.053762499
1.01714764,-0.71596247,1.775674939,0.007425
1.03417572,-0.509575009,1.142762542,-0.161287502
1.05120375,-0.384862512,1.257712483,-0.177100003
1.06823196,-0.2358125,1.699912548,-0.337150008
1.08526005,-0.175999999,1.583862543,-0.478912503
1.10228827,-0.141762495,1.008424997,-0.612012506
1.11931624,-0.267574996,0.597987473,-0.686537504
1.13634431,-0.454575002,0.687087476,-0.814824998
1.15337228,-0.538862526,0.590562522,-0.913824976
1.17040053,-0.505862474,0.318174988,-0.901587486
1.18742859,-0.3458125,0.081124999,-0.796537519
1.20445659,-0.161287502,-0.0006875,-0.624249995
1.22148482,0.147812501,-0.130212501,-0.382387489
1.23851292,0.374962509,-0.102162503,-0.118524998
1.25554092,0.432437509,0.224124998,0.113712497
1.27256914,0.542437494,0.594274998,0.278575003
1.28959713,0.586300015,0.99137497,0.48386249
1.30662524,0.498437494,1.343237519,0.669487476
1.32365346,0.432437509,1.548387527,0.745249987
1.34068156,0.630299985,1.460525036,0.750199974
1.35770956,1.271737456,2.078587532,0.728200018
1.3747378,2.470187426,1.359050035,0.762437522
1.39176589,2.858762503,0.346224994,0.783200026
1.40879391,3.095812559,0.776324987,0.803962469
1.42582211,3.264387369,1.767150044,0.972537518
1.44285014,3.25819993,2.614974976,1.026299953
1.45987817,2.952812433,3.394462585,0.951775014
1.47690642,2.631474972,3.922187567,0.840537489
1.49393448,1.900937438,3.201412439,0.654912472
1.51096253,1.006637454,2.098249912,0.437387496
1.52799075,0.608299971,1.653437495,0.86006248
1.54501872,0.822112501,0.667562485,1.257162452
1.56204681,0.946824968,0.202124998,1.016537547
1.57907503,0.693825007,0.637037516,0.696437478
1.59610314,0.36272499,0.461037487,0.580387473
1.61313115,0.241862506,0.037124999,0.587674975
1.63015936,0.116049998,-0.340312511,0.585200012
1.64718739,-0.0281875,-0.120449998,0.518100023
1.6642155,-0.245574996,0.322987497,0.342099994
1.68124373,-0.470387489,0.562512517,0.167475
1.69827178,-0.59138751,0.670037508,-0.0122375
1.71530001,-0.658625007,0.678562522,-0.2138125
1.73232802,-0.718437493,0.770137489,-0.52648747
1.74935608,-0.835725009,1.036474943,-0.789250016
1.76638431,-0.834487498,1.056137443,-1.015162468
1.78341234,-0.834487498,1.33099997,-1.108112454
1.80044033,-0.819774985,1.304049969,-1.133687496
1.81746856,-0.801487505,1.007187486,-1.188687444
1.83449655,-0.649962485,0.628512502,-1.132449985
1.85152462,-0.238287494,-0.025162499,-0.814824998
1.86855283,0.075625002,-0.172975004,-0.260149986
1.88558091,0.179574996,0.057887498,0.309100002
1.90260889,0.390912503,0.494037509,0.419099987
1.91963712,0.321200013,1.190474987,0.238287494
1.93666512,-0.048950002,2.205637455,0.00495
1.95369319,-0.248050004,2.62212491,-0.113574997
1.97072141,-0.207625002,1.449249983,-0.194150001
1.98774952,0.138050005,-0.438349992,-0.212575004
2.00477754,0.384862512,0.559899986,-0.302912504
2.02180577,0.564437509,2.072262526,-0.48991251
2.0388338,0.587674975,2.727174997,-0.680487514
2.05586206,0.274862498,2.189549923,-0.768487513
2.07289006,-0.289575011,0.883575022,-1.031112552
2.08991814,-0.442200005,0.324087501,-1.137400031
2.10694639,-0.430099994,0.324087501,-1.197212458
2.12397439,-0.945587516,0.974049985,-1.337737441
2.14100247,-1.824074984,2.997087479,-1.346262455
2.1580307,-1.463549972,3.377137423,-0.970062494
2.17505878,-0.916299999,2.681937456,-0.374962509
2.19208701,-0.544912517,1.527487516,-0.069574997
2.209115,-0.068475001,0.85799998,-0.092812501
2.2261431,0.1013375,0.85057497,-0.040287498
2.24317111,0.124574997,1.10233748,-0.0463375
2.26019934,0.01595,1.335675001,-0.211337492
2.27722742,-0.190575004,1.20243752,-0.350625008
2.29425563,-0.277337492,0.779762507,-0.437387496
2.31128371,-0.366575003,0.477950007,-0.50819999
