"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636821125961684E9,"2021-11-13 17:32:05.962 UTC+01:00"
"PAUSE",2.001036504167132E1,1.636821145971675E9,"2021-11-13 17:32:25.972 UTC+01:00"
