"event","experiment time","system time","system time text"
"START",0.000000000E0,1636306011.186,"2021-11-07 22:56:51.186 UTC+05:30"
"PAUSE",2.448056666E1,1636306035.666,"2021-11-07 22:57:15.666 UTC+05:30"
