"event","experiment time","system time","system time text"
"START",0.000000000E0,1636361274.890,"2021-11-08 09:47:54.890 UTC+01:00"
"PAUSE",1.160910312E2,1636361390.981,"2021-11-08 09:49:50.981 UTC+01:00"
