"event","experiment time","system time","system time text"
"START",0.000000000E0,1636135458.821,"2021-11-05 19:04:18.821 UTC+01:00"
"PAUSE",2.565148709E1,1636135484.472,"2021-11-05 19:04:44.472 UTC+01:00"
