"event","experiment time","system time","system time text"
"START",0.000000000E0,1636360751.031,"2021-11-08 14:09:11.031 UTC+05:30"
"PAUSE",3.003599232E1,1636360781.067,"2021-11-08 14:09:41.067 UTC+05:30"
