"event","experiment time","system time","system time text"
"START",0.000000000E0,1636477713.755,"2021-11-09 18:08:33.755 UTC+01:00"
"PAUSE",2.734128384E1,1636477741.097,"2021-11-09 18:09:01.097 UTC+01:00"
