"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636385806886256E9,"2021-11-08 16:36:46.886 UTC+01:00"
"PAUSE",4.458150999993086E1,1.636385851467968E9,"2021-11-08 16:37:31.468 UTC+01:00"
