"event","experiment time","system time","system time text"
"START",0.000000000E0,1636487000.330,"2021-11-09 20:43:20.330 UTC+01:00"
"PAUSE",1.666996310E1,1636487017.000,"2021-11-09 20:43:37.000 UTC+01:00"
