"event","experiment time","system time","system time text"
"START",0.000000000E0,1636135619.159,"2021-11-05 19:06:59.159 UTC+01:00"
"PAUSE",2.354775589E1,1636135642.707,"2021-11-05 19:07:22.707 UTC+01:00"
