"event","experiment time","system time","system time text"
"START",0.000000000E0,1636487698.691,"2021-11-09 20:54:58.691 UTC+01:00"
"PAUSE",4.427343885E1,1636487742.965,"2021-11-09 20:55:42.965 UTC+01:00"
