Time(s),X(rad/s),Y(rad/s),Z(rad/s)
0.00607609,0.342227191,0.003512372,0.194707558
0.02293187,-0.101400644,1.10441184,0.037108973
0.03978677,-0.359178186,1.334090471,-0.039857782
0.05664255,-0.208909765,0.671931982,0.150726557
0.07349906,0.050089475,0.053601846,0.557550848
0.09035484,-0.034207448,-0.855338872,0.46836713
0.10720974,-0.471574098,-0.788145661,-0.329399377
0.12406552,-0.839304149,-0.360552609,-0.925586283
0.14092203,-1.231468081,-0.592674553,-1.113727212
0.15777781,-1.560103893,-0.959182918,-0.915812731
0.17463271,-1.435491085,-1.213295341,-0.639709771
0.19148844,-1.286444306,-1.314695954,-0.904817522
0.208345,-1.62851882,-2.355579853,-1.218793035
0.22520078,-2.082989216,-2.612135649,-1.13205266
0.24205568,-2.118418217,-2.480192661,-0.813190401
0.25891146,-2.062220335,-2.224858522,-0.500436604
0.27576797,-2.013352633,-1.622563004,-0.262206197
0.29262375,-1.855754018,-1.166870952,-0.24876754
0.30947865,-1.693268657,-1.0862391,-0.284196675
0.32633443,-1.671278119,-1.066691995,-0.230442122
0.34319094,-1.73480618,-1.01171577,-0.241437376
0.36004672,-1.784895658,-0.951852739,-0.350168198
0.37690161,-1.722589254,-0.867555797,-0.47355935
0.3937574,-1.52223134,-0.716065705,-0.550526083
0.41061391,-1.354859233,-0.640320659,-0.528535605
0.42746969,-1.24246335,-0.749051452,-0.379488856
0.44432458,-1.160609841,-0.998277128,-0.119267926
0.46118036,-0.944369853,-1.089904189,0.222806543
0.47803687,-0.580304921,-0.850452125,0.431716293
0.49489266,-0.21257484,-0.623216927,0.442711562
0.5117476,0.202954009,-0.354444116,0.451263398
0.52860333,0.93352735,0.009620844,0.371853262
0.54545984,1.783826709,0.410489351,0.307103455
0.56231562,2.535168886,0.86740309,0.564881027
0.57917057,2.833262205,1.397618532,1.098914266
0.5960263,2.646342993,1.307213187,1.585148692
0.61288281,2.860139608,1.832541823,1.706096411
0.62973865,3.395241737,2.067107201,1.805053592
0.64659354,3.284067631,1.866749167,1.928444743
0.66344927,2.249292374,1.4513731,1.470309377
0.68030578,1.708081603,1.099525094,0.417055965
0.69716161,2.336032629,0.228304163,0.184934005
0.71401651,2.39956069,0.255181432,0.198372647
0.73087224,2.000066519,1.04821384,0.25579229
0.7477288,1.484511495,1.382958174,0.436603069
0.76458458,1.29148376,1.180156946,0.373074949
0.78143948,1.225512266,1.227802992,0.226471618
0.79829526,1.119224906,1.325538516,-0.016645588
0.81515177,0.953074455,1.32065177,-0.337951243
0.83200755,0.755159915,1.472141862,-0.684912503
0.8488625,0.343448877,1.365854502,-0.998887956
0.86571823,-0.085518613,1.078756213,-1.188250661
0.88257474,-0.27976805,0.472795785,-1.303089857
0.89943057,-0.509446621,0.239299417,-1.281099439
0.91628547,-0.624285877,0.522885263,-1.179698825
0.9331412,-0.676818788,0.992015958,-0.95857209
0.94999776,-0.608403862,1.208255887,-0.596950471
0.96685354,-0.146603346,1.259567022,0.035887275
0.98370844,0.55846709,0.72568655,0.462258667
1.00056422,1.157097459,-0.166303173,0.552664042
1.01742073,1.246281147,-0.618330121,0.458593577
1.03427656,0.94085747,0.44958359,0.39750886
1.05113146,0.591452837,1.303548098,0.187377393
1.06798719,-0.084296919,0.563201189,0.269230932
1.08484375,-0.408045977,-0.023364907,0.366966486
1.10169953,-0.678040445,-0.232274666,0.216698065
1.11855443,-0.937039673,0.07070557,-0.411252916
1.13541021,-0.890615284,-0.637877226,-1.024543524
1.15226672,-0.525328636,-1.133885264,-1.202911019
1.16912255,-0.645054698,-0.222501114,-1.105175376
1.18597745,-1.007897973,0.5167768,-0.893822253
1.20283318,-1.287665963,-0.116213694,-0.672695518
1.21968974,-1.728697777,-2.135674715,-0.562743008
1.23654552,-2.05000329,-2.090471983,-0.78142637
1.25340042,-1.892404795,-1.614011168,-0.948798478
1.2702562,-1.76290524,-1.502836943,-1.051420808
1.28711271,-1.743358135,-1.236507535,-0.934138179
1.30396854,-1.775122166,-1.009272337,-0.736223638
1.32082344,-1.831320047,-0.768598557,-0.60794574
1.33767917,-1.849645495,-0.618330121,-0.557856262
1.35453573,-1.885074615,-0.534033239,-0.491884768
1.37139151,-1.9119519,-0.477835268,-0.454012215
1.38824646,-1.867970943,-0.499825776,-0.482111186
1.40510219,-1.727476001,-0.564575553,-0.54075253
1.4219587,-1.607749939,-0.648872495,-0.57984674
1.43881453,-1.584537745,-0.816244662,-0.593285382
1.45566943,-1.521009684,-0.995833755,-0.423469871
1.47252521,-1.409835458,-1.148545504,-0.113159455
1.48938172,-1.109298587,-0.968956471,0.14950487
1.50623755,-0.607182205,-0.601226389,0.315655321
1.52309245,-0.190584347,-0.271368891,0.407282412
1.53994818,0.360552609,-0.029473381,0.475697309
1.55680474,1.155875683,0.18310146,0.445154935
1.57366052,2.002510071,0.52044189,0.39017868
1.59051547,2.84181428,1.240019917,0.640626073
1.6073712,3.198549032,1.750688195,1.181989431
1.62422776,3.007964611,2.091541052,1.605917454
1.64108354,3.049502134,2.277238607,1.751299143
1.65793844,3.29139781,2.2870121,1.723200083
1.67479422,3.19610548,2.153847456,1.654785275
1.69165073,2.471640825,1.871636033,0.646734536
1.70850656,2.39956069,2.332214832,-0.213338405
1.72536146,2.673220396,1.776343822,-0.15836215
1.74221724,2.47041893,1.41594398,0.009009997
1.75907375,1.879118919,1.953489542,0.106745556
1.77592958,1.361120462,2.21981883,0.387735307
1.79278448,1.204743505,1.612636805,0.506239653
1.80964026,1.435643792,1.158166409,0.313211918
1.82649677,1.535822749,1.213142633,0.009009997
1.8433526,1.467407823,1.314543247,-0.292748541
1.8602075,1.279266834,1.204590797,-0.568851531
1.87706328,1.025154471,1.045770526,-0.818077207
1.89391979,0.760046721,0.805096686,-0.996444583
1.91077562,0.415528834,0.411711067,-1.103953719
1.92763052,0.031764057,0.240521103,-1.110062122
1.9444863,-0.112395898,0.548540831,-1.007439852
1.96134281,-0.029320668,0.900388837,-0.910925984
1.97819865,0.064749807,1.082421303,-0.74966228
1.99505354,0.266482115,0.814870238,-0.523648799
2.01190932,0.69285351,0.44958359,-0.224333659
2.02876583,0.87366432,0.320083976,0.065207943
2.04562167,0.586566091,0.519220173,0.024892027
2.06247656,0.177298412,0.549762547,-0.159583852
2.07933234,-0.323749036,0.48501271,-0.380710542
2.09618885,-0.588856757,0.957808495,-0.582290173
2.11304469,-0.415376127,1.066539288,-0.693464339
2.12989958,-0.254112452,0.02183779,-0.237772301
2.14675536,0.138204187,-0.184628591,0.555107474
2.16361187,0.096513867,-0.540141702,0.798224628
2.18046771,-0.340852767,-0.260373652,0.344975978
2.1973226,-0.976133943,-0.548693538,-0.435686797
2.21417839,-1.109298587,-1.366007209,-0.946355104
2.23103495,-1.20703423,-1.39410615,-1.178477049
2.24789073,-1.346307397,-0.565797269,-1.194359064
2.26474568,-1.309656501,-0.826018214,-1.116170645
2.28160141,-1.742136359,-1.814369082,-0.985449314
2.29845797,-2.230814219,-1.976854444,-0.857171416
2.31531375,-2.104979753,-1.87545383,-0.715454876
2.3321687,-1.969371557,-1.788713455,-0.687355876
2.34902443,-1.889961362,-1.400214672,-0.725228429
2.36588099,-1.794669271,-1.033706307,-0.721563339
2.38273677,-1.657839417,-0.923753738,-0.705681324
2.39959172,-1.606528282,-0.931083918,-0.645818293
2.4164475,-1.66028285,-0.994612038,-0.567629814
2.43330401,-1.783674002,-0.973843217,-0.516318619
2.45015984,-1.827654958,-0.822353125,-0.506545067
2.46701474,-1.772678733,-0.724617541,-0.443016976
2.48387052,-1.638292313,-0.830904961,-0.40636614
2.50072703,-1.48680222,-1.144880533,-0.344059706
2.51758286,-1.357302666,-1.301257372,-0.149810284
2.53443776,-1.093416572,-1.328134656,0.061542861
2.55129354,-0.634059429,-1.036149621,0.140953004
2.5681501,-0.298093468,-0.617108464,0.217919767
2.58500588,-0.087962002,-0.35322243,0.293664813
2.60186083,0.315349907,-0.21517095,0.327872276
